date,day,month,year,cases,deaths,popData2020,continente,pais,geoId,pais_code
29/07/2021,29,7,2021,220,0,1328976,Europe,Estonia,EE,EST
28/07/2021,28,7,2021,174,0,1328976,Europe,Estonia,EE,EST
27/07/2021,27,7,2021,193,0,1328976,Europe,Estonia,EE,EST
26/07/2021,26,7,2021,66,0,1328976,Europe,Estonia,EE,EST
25/07/2021,25,7,2021,90,0,1328976,Europe,Estonia,EE,EST
24/07/2021,24,7,2021,6,0,1328976,Europe,Estonia,EE,EST
23/07/2021,23,7,2021,183,0,1328976,Europe,Estonia,EE,EST
22/07/2021,22,7,2021,120,0,1328976,Europe,Estonia,EE,EST
21/07/2021,21,7,2021,96,0,1328976,Europe,Estonia,EE,EST
20/07/2021,20,7,2021,81,0,1328976,Europe,Estonia,EE,EST
19/07/2021,19,7,2021,34,0,1328976,Europe,Estonia,EE,EST
18/07/2021,18,7,2021,41,0,1328976,Europe,Estonia,EE,EST
17/07/2021,17,7,2021,64,0,1328976,Europe,Estonia,EE,EST
16/07/2021,16,7,2021,62,0,1328976,Europe,Estonia,EE,EST
15/07/2021,15,7,2021,63,1,1328976,Europe,Estonia,EE,EST
14/07/2021,14,7,2021,56,0,1328976,Europe,Estonia,EE,EST
13/07/2021,13,7,2021,54,0,1328976,Europe,Estonia,EE,EST
12/07/2021,12,7,2021,21,0,1328976,Europe,Estonia,EE,EST
11/07/2021,11,7,2021,27,0,1328976,Europe,Estonia,EE,EST
10/07/2021,10,7,2021,64,0,1328976,Europe,Estonia,EE,EST
09/07/2021,9,7,2021,39,0,1328976,Europe,Estonia,EE,EST
08/07/2021,8,7,2021,58,0,1328976,Europe,Estonia,EE,EST
07/07/2021,7,7,2021,42,0,1328976,Europe,Estonia,EE,EST
06/07/2021,6,7,2021,50,0,1328976,Europe,Estonia,EE,EST
05/07/2021,5,7,2021,19,1,1328976,Europe,Estonia,EE,EST
04/07/2021,4,7,2021,27,0,1328976,Europe,Estonia,EE,EST
03/07/2021,3,7,2021,38,0,1328976,Europe,Estonia,EE,EST
02/07/2021,2,7,2021,38,0,1328976,Europe,Estonia,EE,EST
01/07/2021,1,7,2021,21,0,1328976,Europe,Estonia,EE,EST
30/06/2021,30,6,2021,36,0,1328976,Europe,Estonia,EE,EST
29/06/2021,29,6,2021,45,0,1328976,Europe,Estonia,EE,EST
28/06/2021,28,6,2021,15,0,1328976,Europe,Estonia,EE,EST
27/06/2021,27,6,2021,27,0,1328976,Europe,Estonia,EE,EST
26/06/2021,26,6,2021,33,0,1328976,Europe,Estonia,EE,EST
25/06/2021,25,6,2021,10,0,1328976,Europe,Estonia,EE,EST
24/06/2021,24,6,2021,18,0,1328976,Europe,Estonia,EE,EST
23/06/2021,23,6,2021,25,0,1328976,Europe,Estonia,EE,EST
22/06/2021,22,6,2021,37,1,1328976,Europe,Estonia,EE,EST
21/06/2021,21,6,2021,12,0,1328976,Europe,Estonia,EE,EST
20/06/2021,20,6,2021,25,1,1328976,Europe,Estonia,EE,EST
19/06/2021,19,6,2021,30,0,1328976,Europe,Estonia,EE,EST
18/06/2021,18,6,2021,56,0,1328976,Europe,Estonia,EE,EST
17/06/2021,17,6,2021,37,1,1328976,Europe,Estonia,EE,EST
16/06/2021,16,6,2021,59,0,1328976,Europe,Estonia,EE,EST
15/06/2021,15,6,2021,61,0,1328976,Europe,Estonia,EE,EST
14/06/2021,14,6,2021,28,0,1328976,Europe,Estonia,EE,EST
13/06/2021,13,6,2021,37,0,1328976,Europe,Estonia,EE,EST
12/06/2021,12,6,2021,55,0,1328976,Europe,Estonia,EE,EST
11/06/2021,11,6,2021,54,0,1328976,Europe,Estonia,EE,EST
10/06/2021,10,6,2021,54,2,1328976,Europe,Estonia,EE,EST
09/06/2021,9,6,2021,68,0,1328976,Europe,Estonia,EE,EST
08/06/2021,8,6,2021,86,0,1328976,Europe,Estonia,EE,EST
07/06/2021,7,6,2021,37,1,1328976,Europe,Estonia,EE,EST
06/06/2021,6,6,2021,51,1,1328976,Europe,Estonia,EE,EST
05/06/2021,5,6,2021,63,2,1328976,Europe,Estonia,EE,EST
04/06/2021,4,6,2021,96,0,1328976,Europe,Estonia,EE,EST
03/06/2021,3,6,2021,105,1,1328976,Europe,Estonia,EE,EST
02/06/2021,2,6,2021,129,1,1328976,Europe,Estonia,EE,EST
01/06/2021,1,6,2021,131,6,1328976,Europe,Estonia,EE,EST
31/05/2021,31,5,2021,58,1,1328976,Europe,Estonia,EE,EST
30/05/2021,30,5,2021,62,1,1328976,Europe,Estonia,EE,EST
29/05/2021,29,5,2021,127,3,1328976,Europe,Estonia,EE,EST
28/05/2021,28,5,2021,139,3,1328976,Europe,Estonia,EE,EST
27/05/2021,27,5,2021,144,2,1328976,Europe,Estonia,EE,EST
26/05/2021,26,5,2021,185,1,1328976,Europe,Estonia,EE,EST
25/05/2021,25,5,2021,160,0,1328976,Europe,Estonia,EE,EST
24/05/2021,24,5,2021,77,1,1328976,Europe,Estonia,EE,EST
23/05/2021,23,5,2021,103,0,1328976,Europe,Estonia,EE,EST
22/05/2021,22,5,2021,180,5,1328976,Europe,Estonia,EE,EST
21/05/2021,21,5,2021,225,3,1328976,Europe,Estonia,EE,EST
20/05/2021,20,5,2021,327,0,1328976,Europe,Estonia,EE,EST
19/05/2021,19,5,2021,257,3,1328976,Europe,Estonia,EE,EST
18/05/2021,18,5,2021,294,7,1328976,Europe,Estonia,EE,EST
17/05/2021,17,5,2021,153,0,1328976,Europe,Estonia,EE,EST
16/05/2021,16,5,2021,131,2,1328976,Europe,Estonia,EE,EST
15/05/2021,15,5,2021,280,3,1328976,Europe,Estonia,EE,EST
14/05/2021,14,5,2021,278,5,1328976,Europe,Estonia,EE,EST
13/05/2021,13,5,2021,300,2,1328976,Europe,Estonia,EE,EST
12/05/2021,12,5,2021,368,4,1328976,Europe,Estonia,EE,EST
11/05/2021,11,5,2021,359,2,1328976,Europe,Estonia,EE,EST
10/05/2021,10,5,2021,211,3,1328976,Europe,Estonia,EE,EST
09/05/2021,9,5,2021,225,6,1328976,Europe,Estonia,EE,EST
08/05/2021,8,5,2021,372,2,1328976,Europe,Estonia,EE,EST
07/05/2021,7,5,2021,382,6,1328976,Europe,Estonia,EE,EST
06/05/2021,6,5,2021,366,4,1328976,Europe,Estonia,EE,EST
05/05/2021,5,5,2021,437,6,1328976,Europe,Estonia,EE,EST
04/05/2021,4,5,2021,401,5,1328976,Europe,Estonia,EE,EST
03/05/2021,3,5,2021,258,4,1328976,Europe,Estonia,EE,EST
02/05/2021,2,5,2021,235,2,1328976,Europe,Estonia,EE,EST
01/05/2021,1,5,2021,431,8,1328976,Europe,Estonia,EE,EST
30/04/2021,30,4,2021,362,10,1328976,Europe,Estonia,EE,EST
29/04/2021,29,4,2021,425,0,1328976,Europe,Estonia,EE,EST
28/04/2021,28,4,2021,396,0,1328976,Europe,Estonia,EE,EST
27/04/2021,27,4,2021,458,5,1328976,Europe,Estonia,EE,EST
26/04/2021,26,4,2021,163,0,1328976,Europe,Estonia,EE,EST
25/04/2021,25,4,2021,215,6,1328976,Europe,Estonia,EE,EST
24/04/2021,24,4,2021,390,11,1328976,Europe,Estonia,EE,EST
23/04/2021,23,4,2021,392,6,1328976,Europe,Estonia,EE,EST
22/04/2021,22,4,2021,429,11,1328976,Europe,Estonia,EE,EST
21/04/2021,21,4,2021,472,5,1328976,Europe,Estonia,EE,EST
20/04/2021,20,4,2021,535,4,1328976,Europe,Estonia,EE,EST
19/04/2021,19,4,2021,228,8,1328976,Europe,Estonia,EE,EST
18/04/2021,18,4,2021,543,10,1328976,Europe,Estonia,EE,EST
17/04/2021,17,4,2021,333,18,1328976,Europe,Estonia,EE,EST
16/04/2021,16,4,2021,478,7,1328976,Europe,Estonia,EE,EST
15/04/2021,15,4,2021,571,8,1328976,Europe,Estonia,EE,EST
14/04/2021,14,4,2021,549,12,1328976,Europe,Estonia,EE,EST
13/04/2021,13,4,2021,637,0,1328976,Europe,Estonia,EE,EST
12/04/2021,12,4,2021,269,17,1328976,Europe,Estonia,EE,EST
11/04/2021,11,4,2021,438,0,1328976,Europe,Estonia,EE,EST
10/04/2021,10,4,2021,638,14,1328976,Europe,Estonia,EE,EST
09/04/2021,9,4,2021,677,16,1328976,Europe,Estonia,EE,EST
08/04/2021,8,4,2021,757,14,1328976,Europe,Estonia,EE,EST
07/04/2021,7,4,2021,984,12,1328976,Europe,Estonia,EE,EST
06/04/2021,6,4,2021,899,14,1328976,Europe,Estonia,EE,EST
05/04/2021,5,4,2021,382,9,1328976,Europe,Estonia,EE,EST
04/04/2021,4,4,2021,462,10,1328976,Europe,Estonia,EE,EST
03/04/2021,3,4,2021,519,9,1328976,Europe,Estonia,EE,EST
02/04/2021,2,4,2021,1165,14,1328976,Europe,Estonia,EE,EST
01/04/2021,1,4,2021,829,6,1328976,Europe,Estonia,EE,EST
31/03/2021,31,3,2021,1008,6,1328976,Europe,Estonia,EE,EST
30/03/2021,30,3,2021,1202,17,1328976,Europe,Estonia,EE,EST
29/03/2021,29,3,2021,584,19,1328976,Europe,Estonia,EE,EST
28/03/2021,28,3,2021,892,0,1328976,Europe,Estonia,EE,EST
27/03/2021,27,3,2021,1151,13,1328976,Europe,Estonia,EE,EST
26/03/2021,26,3,2021,1150,11,1328976,Europe,Estonia,EE,EST
25/03/2021,25,3,2021,1429,13,1328976,Europe,Estonia,EE,EST
24/03/2021,24,3,2021,1552,14,1328976,Europe,Estonia,EE,EST
23/03/2021,23,3,2021,1062,12,1328976,Europe,Estonia,EE,EST
22/03/2021,22,3,2021,993,10,1328976,Europe,Estonia,EE,EST
21/03/2021,21,3,2021,1373,7,1328976,Europe,Estonia,EE,EST
20/03/2021,20,3,2021,1248,11,1328976,Europe,Estonia,EE,EST
19/03/2021,19,3,2021,1749,11,1328976,Europe,Estonia,EE,EST
18/03/2021,18,3,2021,1700,13,1328976,Europe,Estonia,EE,EST
17/03/2021,17,3,2021,1783,6,1328976,Europe,Estonia,EE,EST
16/03/2021,16,3,2021,1462,11,1328976,Europe,Estonia,EE,EST
15/03/2021,15,3,2021,1279,9,1328976,Europe,Estonia,EE,EST
14/03/2021,14,3,2021,935,9,1328976,Europe,Estonia,EE,EST
13/03/2021,13,3,2021,1586,24,1328976,Europe,Estonia,EE,EST
12/03/2021,12,3,2021,1357,0,1328976,Europe,Estonia,EE,EST
11/03/2021,11,3,2021,1956,9,1328976,Europe,Estonia,EE,EST
10/03/2021,10,3,2021,1482,8,1328976,Europe,Estonia,EE,EST
09/03/2021,9,3,2021,1308,2,1328976,Europe,Estonia,EE,EST
08/03/2021,8,3,2021,1180,14,1328976,Europe,Estonia,EE,EST
07/03/2021,7,3,2021,1319,9,1328976,Europe,Estonia,EE,EST
06/03/2021,6,3,2021,1540,7,1328976,Europe,Estonia,EE,EST
05/03/2021,5,3,2021,1534,14,1328976,Europe,Estonia,EE,EST
04/03/2021,4,3,2021,1417,8,1328976,Europe,Estonia,EE,EST
03/03/2021,3,3,2021,1454,17,1328976,Europe,Estonia,EE,EST
02/03/2021,2,3,2021,1111,0,1328976,Europe,Estonia,EE,EST
01/03/2021,1,3,2021,66628,598,1328976,Europe,Estonia,EE,EST
07/01/2022,7,1,2022,5979,8,5525292,Europe,Finland,FI,FIN
06/01/2022,6,1,2022,6791,25,5525292,Europe,Finland,FI,FIN
05/01/2022,5,1,2022,5492,7,5525292,Europe,Finland,FI,FIN
04/01/2022,4,1,2022,17047,28,5525292,Europe,Finland,FI,FIN
03/01/2022,3,1,2022,39000,69,5525292,Europe,Finland,FI,FIN
22/12/2021,22,12,2021,2042,2,5525292,Europe,Finland,FI,FIN
21/12/2021,21,12,2021,5932,39,5525292,Europe,Finland,FI,FIN
20/12/2021,20,12,2021,0,0,5525292,Europe,Finland,FI,FIN
19/12/2021,19,12,2021,0,0,5525292,Europe,Finland,FI,FIN
18/12/2021,18,12,2021,2079,4,5525292,Europe,Finland,FI,FIN
17/12/2021,17,12,2021,1981,4,5525292,Europe,Finland,FI,FIN
16/12/2021,16,12,2021,2225,2,5525292,Europe,Finland,FI,FIN
15/12/2021,15,12,2021,1676,2,5525292,Europe,Finland,FI,FIN
14/12/2021,14,12,2021,4306,21,5525292,Europe,Finland,FI,FIN
13/12/2021,13,12,2021,0,0,5525292,Europe,Finland,FI,FIN
12/12/2021,12,12,2021,0,0,5525292,Europe,Finland,FI,FIN
11/12/2021,11,12,2021,1794,15,5525292,Europe,Finland,FI,FIN
10/12/2021,10,12,2021,1781,11,5525292,Europe,Finland,FI,FIN
09/12/2021,9,12,2021,1296,11,5525292,Europe,Finland,FI,FIN
08/12/2021,8,12,2021,1542,1,5525292,Europe,Finland,FI,FIN
07/12/2021,7,12,2021,3412,23,5525292,Europe,Finland,FI,FIN
06/12/2021,6,12,2021,0,0,5525292,Europe,Finland,FI,FIN
05/12/2021,5,12,2021,0,0,5525292,Europe,Finland,FI,FIN
04/12/2021,4,12,2021,1496,4,5525292,Europe,Finland,FI,FIN
03/12/2021,3,12,2021,1622,8,5525292,Europe,Finland,FI,FIN
02/12/2021,2,12,2021,1570,13,5525292,Europe,Finland,FI,FIN
01/12/2021,1,12,2021,916,0,5525292,Europe,Finland,FI,FIN
30/11/2021,30,11,2021,3338,26,5525292,Europe,Finland,FI,FIN
29/11/2021,29,11,2021,0,0,5525292,Europe,Finland,FI,FIN
28/11/2021,28,11,2021,0,0,5525292,Europe,Finland,FI,FIN
27/11/2021,27,11,2021,1406,7,5525292,Europe,Finland,FI,FIN
26/11/2021,26,11,2021,1344,0,5525292,Europe,Finland,FI,FIN
25/11/2021,25,11,2021,1007,39,5525292,Europe,Finland,FI,FIN
24/11/2021,24,11,2021,1088,5,5525292,Europe,Finland,FI,FIN
23/11/2021,23,11,2021,2616,9,5525292,Europe,Finland,FI,FIN
22/11/2021,22,11,2021,0,0,5525292,Europe,Finland,FI,FIN
21/11/2021,21,11,2021,0,0,5525292,Europe,Finland,FI,FIN
20/11/2021,20,11,2021,1191,3,5525292,Europe,Finland,FI,FIN
19/11/2021,19,11,2021,1259,10,5525292,Europe,Finland,FI,FIN
18/11/2021,18,11,2021,1151,3,5525292,Europe,Finland,FI,FIN
17/11/2021,17,11,2021,937,3,5525292,Europe,Finland,FI,FIN
16/11/2021,16,11,2021,3166,14,5525292,Europe,Finland,FI,FIN
15/11/2021,15,11,2021,0,0,5525292,Europe,Finland,FI,FIN
14/11/2021,14,11,2021,0,0,5525292,Europe,Finland,FI,FIN
13/11/2021,13,11,2021,0,0,5525292,Europe,Finland,FI,FIN
12/11/2021,12,11,2021,863,4,5525292,Europe,Finland,FI,FIN
11/11/2021,11,11,2021,954,3,5525292,Europe,Finland,FI,FIN
10/11/2021,10,11,2021,810,9,5525292,Europe,Finland,FI,FIN
09/11/2021,9,11,2021,2016,12,5525292,Europe,Finland,FI,FIN
08/11/2021,8,11,2021,0,0,5525292,Europe,Finland,FI,FIN
07/11/2021,7,11,2021,0,0,5525292,Europe,Finland,FI,FIN
06/11/2021,6,11,2021,788,4,5525292,Europe,Finland,FI,FIN
05/11/2021,5,11,2021,740,8,5525292,Europe,Finland,FI,FIN
04/11/2021,4,11,2021,1150,3,5525292,Europe,Finland,FI,FIN
03/11/2021,3,11,2021,807,3,5525292,Europe,Finland,FI,FIN
02/11/2021,2,11,2021,1460,12,5525292,Europe,Finland,FI,FIN
01/11/2021,1,11,2021,0,0,5525292,Europe,Finland,FI,FIN
31/10/2021,31,10,2021,0,0,5525292,Europe,Finland,FI,FIN
30/10/2021,30,10,2021,572,4,5525292,Europe,Finland,FI,FIN
29/10/2021,29,10,2021,673,4,5525292,Europe,Finland,FI,FIN
28/10/2021,28,10,2021,739,1,5525292,Europe,Finland,FI,FIN
27/10/2021,27,10,2021,659,0,5525292,Europe,Finland,FI,FIN
26/10/2021,26,10,2021,1732,10,5525292,Europe,Finland,FI,FIN
25/10/2021,25,10,2021,0,0,5525292,Europe,Finland,FI,FIN
24/10/2021,24,10,2021,0,0,5525292,Europe,Finland,FI,FIN
23/10/2021,23,10,2021,449,4,5525292,Europe,Finland,FI,FIN
22/10/2021,22,10,2021,608,2,5525292,Europe,Finland,FI,FIN
21/10/2021,21,10,2021,312,5,5525292,Europe,Finland,FI,FIN
20/10/2021,20,10,2021,580,8,5525292,Europe,Finland,FI,FIN
19/10/2021,19,10,2021,1310,4,5525292,Europe,Finland,FI,FIN
18/10/2021,18,10,2021,0,0,5525292,Europe,Finland,FI,FIN
17/10/2021,17,10,2021,0,0,5525292,Europe,Finland,FI,FIN
16/10/2021,16,10,2021,723,4,5525292,Europe,Finland,FI,FIN
15/10/2021,15,10,2021,502,1,5525292,Europe,Finland,FI,FIN
14/10/2021,14,10,2021,753,2,5525292,Europe,Finland,FI,FIN
13/10/2021,13,10,2021,622,9,5525292,Europe,Finland,FI,FIN
12/10/2021,12,10,2021,1618,4,5525292,Europe,Finland,FI,FIN
11/10/2021,11,10,2021,0,0,5525292,Europe,Finland,FI,FIN
10/10/2021,10,10,2021,0,0,5525292,Europe,Finland,FI,FIN
09/10/2021,9,10,2021,325,4,5525292,Europe,Finland,FI,FIN
08/10/2021,8,10,2021,689,3,5525292,Europe,Finland,FI,FIN
07/10/2021,7,10,2021,666,5,5525292,Europe,Finland,FI,FIN
06/10/2021,6,10,2021,583,0,5525292,Europe,Finland,FI,FIN
05/10/2021,5,10,2021,1302,6,5525292,Europe,Finland,FI,FIN
04/10/2021,4,10,2021,0,0,5525292,Europe,Finland,FI,FIN
03/10/2021,3,10,2021,0,0,5525292,Europe,Finland,FI,FIN
02/10/2021,2,10,2021,562,0,5525292,Europe,Finland,FI,FIN
01/10/2021,1,10,2021,663,6,5525292,Europe,Finland,FI,FIN
30/09/2021,30,9,2021,802,0,5525292,Europe,Finland,FI,FIN
29/09/2021,29,9,2021,409,3,5525292,Europe,Finland,FI,FIN
28/09/2021,28,9,2021,273,0,5525292,Europe,Finland,FI,FIN
27/09/2021,27,9,2021,827,3,5525292,Europe,Finland,FI,FIN
26/09/2021,26,9,2021,0,1,5525292,Europe,Finland,FI,FIN
25/09/2021,25,9,2021,510,3,5525292,Europe,Finland,FI,FIN
24/09/2021,24,9,2021,474,0,5525292,Europe,Finland,FI,FIN
23/09/2021,23,9,2021,477,3,5525292,Europe,Finland,FI,FIN
22/09/2021,22,9,2021,860,2,5525292,Europe,Finland,FI,FIN
21/09/2021,21,9,2021,0,0,5525292,Europe,Finland,FI,FIN
20/09/2021,20,9,2021,51,5,5525292,Europe,Finland,FI,FIN
19/09/2021,19,9,2021,391,0,5525292,Europe,Finland,FI,FIN
18/09/2021,18,9,2021,501,0,5525292,Europe,Finland,FI,FIN
17/09/2021,17,9,2021,487,1,5525292,Europe,Finland,FI,FIN
16/09/2021,16,9,2021,522,0,5525292,Europe,Finland,FI,FIN
15/09/2021,15,9,2021,454,4,5525292,Europe,Finland,FI,FIN
14/09/2021,14,9,2021,213,0,5525292,Europe,Finland,FI,FIN
13/09/2021,13,9,2021,976,4,5525292,Europe,Finland,FI,FIN
12/09/2021,12,9,2021,0,0,5525292,Europe,Finland,FI,FIN
11/09/2021,11,9,2021,490,1,5525292,Europe,Finland,FI,FIN
10/09/2021,10,9,2021,486,3,5525292,Europe,Finland,FI,FIN
09/09/2021,9,9,2021,632,1,5525292,Europe,Finland,FI,FIN
08/09/2021,8,9,2021,544,0,5525292,Europe,Finland,FI,FIN
07/09/2021,7,9,2021,408,0,5525292,Europe,Finland,FI,FIN
06/09/2021,6,9,2021,910,0,5525292,Europe,Finland,FI,FIN
05/09/2021,5,9,2021,87,7,5525292,Europe,Finland,FI,FIN
04/09/2021,4,9,2021,561,0,5525292,Europe,Finland,FI,FIN
03/09/2021,3,9,2021,683,1,5525292,Europe,Finland,FI,FIN
02/09/2021,2,9,2021,679,1,5525292,Europe,Finland,FI,FIN
01/09/2021,1,9,2021,617,5,5525292,Europe,Finland,FI,FIN
31/08/2021,31,8,2021,472,0,5525292,Europe,Finland,FI,FIN
30/08/2021,30,8,2021,619,2,5525292,Europe,Finland,FI,FIN
29/08/2021,29,8,2021,619,3,5525292,Europe,Finland,FI,FIN
28/08/2021,28,8,2021,570,1,5525292,Europe,Finland,FI,FIN
27/08/2021,27,8,2021,650,0,5525292,Europe,Finland,FI,FIN
26/08/2021,26,8,2021,574,4,5525292,Europe,Finland,FI,FIN
25/08/2021,25,8,2021,644,0,5525292,Europe,Finland,FI,FIN
24/08/2021,24,8,2021,371,0,5525292,Europe,Finland,FI,FIN
23/08/2021,23,8,2021,503,1,5525292,Europe,Finland,FI,FIN
22/08/2021,22,8,2021,673,1,5525292,Europe,Finland,FI,FIN
21/08/2021,21,8,2021,684,2,5525292,Europe,Finland,FI,FIN
20/08/2021,20,8,2021,866,2,5525292,Europe,Finland,FI,FIN
19/08/2021,19,8,2021,673,2,5525292,Europe,Finland,FI,FIN
18/08/2021,18,8,2021,665,3,5525292,Europe,Finland,FI,FIN
17/08/2021,17,8,2021,451,0,5525292,Europe,Finland,FI,FIN
16/08/2021,16,8,2021,535,1,5525292,Europe,Finland,FI,FIN
15/08/2021,15,8,2021,765,4,5525292,Europe,Finland,FI,FIN
14/08/2021,14,8,2021,926,1,5525292,Europe,Finland,FI,FIN
13/08/2021,13,8,2021,1024,2,5525292,Europe,Finland,FI,FIN
12/08/2021,12,8,2021,844,2,5525292,Europe,Finland,FI,FIN
11/08/2021,11,8,2021,781,2,5525292,Europe,Finland,FI,FIN
10/08/2021,10,8,2021,449,0,5525292,Europe,Finland,FI,FIN
09/08/2021,9,8,2021,1322,5,5525292,Europe,Finland,FI,FIN
08/08/2021,8,8,2021,165,0,5525292,Europe,Finland,FI,FIN
07/08/2021,7,8,2021,738,1,5525292,Europe,Finland,FI,FIN
06/08/2021,6,8,2021,752,1,5525292,Europe,Finland,FI,FIN
05/08/2021,5,8,2021,872,0,5525292,Europe,Finland,FI,FIN
04/08/2021,4,8,2021,692,0,5525292,Europe,Finland,FI,FIN
03/08/2021,3,8,2021,345,0,5525292,Europe,Finland,FI,FIN
02/08/2021,2,8,2021,519,0,5525292,Europe,Finland,FI,FIN
01/08/2021,1,8,2021,794,0,5525292,Europe,Finland,FI,FIN
31/07/2021,31,7,2021,748,2,5525292,Europe,Finland,FI,FIN
30/07/2021,30,7,2021,765,0,5525292,Europe,Finland,FI,FIN
29/07/2021,29,7,2021,644,0,5525292,Europe,Finland,FI,FIN
28/07/2021,28,7,2021,612,1,5525292,Europe,Finland,FI,FIN
27/07/2021,27,7,2021,267,1,5525292,Europe,Finland,FI,FIN
26/07/2021,26,7,2021,360,0,5525292,Europe,Finland,FI,FIN
25/07/2021,25,7,2021,570,0,5525292,Europe,Finland,FI,FIN
24/07/2021,24,7,2021,412,0,5525292,Europe,Finland,FI,FIN
23/07/2021,23,7,2021,404,1,5525292,Europe,Finland,FI,FIN
22/07/2021,22,7,2021,453,0,5525292,Europe,Finland,FI,FIN
21/07/2021,21,7,2021,461,0,5525292,Europe,Finland,FI,FIN
20/07/2021,20,7,2021,156,0,5525292,Europe,Finland,FI,FIN
19/07/2021,19,7,2021,180,0,5525292,Europe,Finland,FI,FIN
18/07/2021,18,7,2021,384,1,5525292,Europe,Finland,FI,FIN
17/07/2021,17,7,2021,380,0,5525292,Europe,Finland,FI,FIN
16/07/2021,16,7,2021,324,0,5525292,Europe,Finland,FI,FIN
15/07/2021,15,7,2021,383,2,5525292,Europe,Finland,FI,FIN
14/07/2021,14,7,2021,290,0,5525292,Europe,Finland,FI,FIN
13/07/2021,13,7,2021,133,0,5525292,Europe,Finland,FI,FIN
12/07/2021,12,7,2021,138,0,5525292,Europe,Finland,FI,FIN
11/07/2021,11,7,2021,293,0,5525292,Europe,Finland,FI,FIN
10/07/2021,10,7,2021,302,0,5525292,Europe,Finland,FI,FIN
09/07/2021,9,7,2021,300,0,5525292,Europe,Finland,FI,FIN
08/07/2021,8,7,2021,258,2,5525292,Europe,Finland,FI,FIN
07/07/2021,7,7,2021,222,0,5525292,Europe,Finland,FI,FIN
06/07/2021,6,7,2021,106,0,5525292,Europe,Finland,FI,FIN
05/07/2021,5,7,2021,91,1,5525292,Europe,Finland,FI,FIN
04/07/2021,4,7,2021,192,0,5525292,Europe,Finland,FI,FIN
03/07/2021,3,7,2021,216,0,5525292,Europe,Finland,FI,FIN
02/07/2021,2,7,2021,222,0,5525292,Europe,Finland,FI,FIN
01/07/2021,1,7,2021,355,0,5525292,Europe,Finland,FI,FIN
30/06/2021,30,6,2021,219,0,5525292,Europe,Finland,FI,FIN
29/06/2021,29,6,2021,84,0,5525292,Europe,Finland,FI,FIN
28/06/2021,28,6,2021,95,0,5525292,Europe,Finland,FI,FIN
27/06/2021,27,6,2021,270,1,5525292,Europe,Finland,FI,FIN
26/06/2021,26,6,2021,0,0,5525292,Europe,Finland,FI,FIN
25/06/2021,25,6,2021,123,0,5525292,Europe,Finland,FI,FIN
24/06/2021,24,6,2021,107,0,5525292,Europe,Finland,FI,FIN
23/06/2021,23,6,2021,110,0,5525292,Europe,Finland,FI,FIN
22/06/2021,22,6,2021,45,0,5525292,Europe,Finland,FI,FIN
21/06/2021,21,6,2021,65,0,5525292,Europe,Finland,FI,FIN
20/06/2021,20,6,2021,115,2,5525292,Europe,Finland,FI,FIN
19/06/2021,19,6,2021,73,0,5525292,Europe,Finland,FI,FIN
18/06/2021,18,6,2021,55,0,5525292,Europe,Finland,FI,FIN
17/06/2021,17,6,2021,103,0,5525292,Europe,Finland,FI,FIN
16/06/2021,16,6,2021,73,0,5525292,Europe,Finland,FI,FIN
15/06/2021,15,6,2021,29,0,5525292,Europe,Finland,FI,FIN
14/06/2021,14,6,2021,47,0,5525292,Europe,Finland,FI,FIN
13/06/2021,13,6,2021,114,0,5525292,Europe,Finland,FI,FIN
12/06/2021,12,6,2021,47,0,5525292,Europe,Finland,FI,FIN
11/06/2021,11,6,2021,93,0,5525292,Europe,Finland,FI,FIN
10/06/2021,10,6,2021,126,0,5525292,Europe,Finland,FI,FIN
09/06/2021,9,6,2021,113,0,5525292,Europe,Finland,FI,FIN
08/06/2021,8,6,2021,55,0,5525292,Europe,Finland,FI,FIN
07/06/2021,7,6,2021,68,0,5525292,Europe,Finland,FI,FIN
06/06/2021,6,6,2021,120,0,5525292,Europe,Finland,FI,FIN
05/06/2021,5,6,2021,125,0,5525292,Europe,Finland,FI,FIN
04/06/2021,4,6,2021,143,1,5525292,Europe,Finland,FI,FIN
03/06/2021,3,6,2021,128,0,5525292,Europe,Finland,FI,FIN
02/06/2021,2,6,2021,154,0,5525292,Europe,Finland,FI,FIN
01/06/2021,1,6,2021,56,1,5525292,Europe,Finland,FI,FIN
31/05/2021,31,5,2021,63,0,5525292,Europe,Finland,FI,FIN
30/05/2021,30,5,2021,125,2,5525292,Europe,Finland,FI,FIN
29/05/2021,29,5,2021,182,0,5525292,Europe,Finland,FI,FIN
28/05/2021,28,5,2021,98,0,5525292,Europe,Finland,FI,FIN
27/05/2021,27,5,2021,220,0,5525292,Europe,Finland,FI,FIN
26/05/2021,26,5,2021,125,1,5525292,Europe,Finland,FI,FIN
25/05/2021,25,5,2021,93,1,5525292,Europe,Finland,FI,FIN
24/05/2021,24,5,2021,121,0,5525292,Europe,Finland,FI,FIN
23/05/2021,23,5,2021,248,2,5525292,Europe,Finland,FI,FIN
22/05/2021,22,5,2021,211,1,5525292,Europe,Finland,FI,FIN
21/05/2021,21,5,2021,259,0,5525292,Europe,Finland,FI,FIN
20/05/2021,20,5,2021,289,0,5525292,Europe,Finland,FI,FIN
19/05/2021,19,5,2021,149,5,5525292,Europe,Finland,FI,FIN
18/05/2021,18,5,2021,144,4,5525292,Europe,Finland,FI,FIN
